cid,url,catalog_year,course_id,title,credits,attempts,department,Description,Prerequisite(s),Schedule Type,Hours of Lecture or Seminar per week,Hours of Lab or Studio per week,When Offered,Notes,Grading,Corequisite(s)
IT196,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308295,2016-2017,IT 196,Review of IT Problem Solving Using Computer Programming,1,Not Repeatable for Credit,Information Sciences and Technology,"ÊProvides a self-paced, comprehensive review of techniques for developing solutions to business problems through an iterative design and implementation approach. Open only to students with transfer credit comparable to IT 106 who have not attempted IT 106 or IT 196. (MATH 112 prior completion or co-registration is strongly recommended.)""Ê""ÊIntroduces techniques for developing solutions to business problems using object-oriented programming as an IT resource/tool. Students apply problem solving concepts by analyzing problems and constructing, testing, and implementing object-oriented solutions using object-oriented analysis and design, data modeling, and object-oriented programming fundamentals. Topics include: Unified Modeling Language (UML), classes, inheritance, polymorphism, and exception handling.",Permission of department.,LEC,1,0,Summer,,,
IT198,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307199,2016-2017,IT 198,Independent Study in Information Technology,3-Jan,Repeatable within Degree for Credit,Information Sciences and Technology,"ÊBuilding on fundamentals of problem solving, logic and algorithm development, and procedural programming, this course further develops these skills while covering server side scripting languages and relational database connectivity. Students will use open source software tools to develop database-enabled web applications.",Permission of instructor. Individualized section form required.,IND,1,0,,,,
IT206,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304863,2016-2017,IT 206,Object Oriented Techniques for IT Problem Solving,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊThrough lecture, class demonstration, class discussion, and hands-on lab experience, introduces multimedia and web computer graphics. Focuses on development of web-enabled multimedia applications from practical business perspective. Introduces and discusses technological, aesthetic, and human factors.",Grade of C or better in (IT 106 or IT 196) and (IT 102 or MATH 112 or MATH 125).,"LAB, LEC",3,1,"Spring, Summer",Students cannot receive credit for both IT 108 and IT 206.,,
IT207,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304864,2016-2017,IT 207,Applied IT Programming,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊCovers fundamentals of relational database management systems and their use in business environments. Topics include: database classifications, data models with extensive coverage of the relational model, entity-relationship and extended entity-relationship models, normalization, advanced data modeling, and Structured Query Language (SQL) programming. Students design and implement a real-world relational database and create complex SQL queries to retrieve data from the database.",C or higher in (IT 106 or IT 196 or CS 112) and (IT 102 or MATH 112 or MATH 125) and (IT 214 or IT 194).,LEC,3,0,,,,
IT213,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304866,2016-2017,IT 213,Multimedia and Web Design,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊStudents survey and apply techniques in analyzing and modeling information systems. Requirements are derived in various domains and abstracted at conceptual, logical, and physical levels. Process, data, and state modeling are applied through a project that follows a systems development lifecycle. Object modeling is explored and contrasted with data and process modeling. Individual and group modeling assignments are required.",C or higher in IT 103 or IT 104.,"LAB,",2,1,,,,
IT214,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304867,2016-2017,IT 214,Database Fundamentals,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊIntroduces concept of information security. Discusses need for organizational policy to define required services such as confidentiality, authentication, integrity, nonrepudiation, access control, and availability, and mechanisms to implement those services. Covers different types of security including physical security, computer security, and network security; common threats to and attacks against information systems, including accidental damage, identity theft, malicious software, and ",Grade of C or better in IT 103 or IT 104 or CS 112.,LEC,3,0,,,,
IT216,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308684,2016-2017,IT 216,Systems Analysis and Design,3,Limited to 2 Attempts,Information Sciences and Technology,spam,C or higher in (IT 106 or IT 196) and (IT 214 or IT 194) and (IT 102 or IT 206),LEC,3,0,"Fall, Spring",,,
IT223,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304868,2016-2017,IT 223,Information Security Fundamentals,3,Limited to 2 Attempts,Information Sciences and Technology,; and defensive measures.,C or higher in (IT 101 or IT 105) and (IT 103 or IT 104).,LEC,3,0,,Students cannot receive credit for both IT 221 and IT 223.,,
IT293,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304869,2016-2017,IT 293,Applied IT: Junior Transition,1,Limited to 2 Attempts,Information Sciences and Technology,"ÊFocuses on transition issues for sophomores and transfer students in Applied Information Technology programs. Assists sophomore and transfer students with choice of concentration, course selection, and career readiness.",Sophomore standing,SEM,3,0,"Fall, Spring, Summer",,,
IT300,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304870,2016-2017,IT 300,Modern Telecommunications,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊComprehensive overview of the fundamental principles of telecommunications, including current status and future directions of the public switched telephone network, cellular networks, satellite networks, and computer networks.",Grade of C or better in ((IT 101 and IT 212) or IT 105) and (MATH 108 or MATH 113) and (IT 102 or MATH 112 or MATH 125).,LEC,3,0,,,,
IT304,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304871,2016-2017,IT 304,IT in the Global Economy,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊExplores how IT changed nature of society and contributed to evolution of global economy. Examines changing nature of work, education, and communication, and ethical issues such as intellectual property rights, computer-related crime, privacy concerns, and public policy issues.Fulfills Mason Core requirement in information technology (ethics only).",C or higher in IT 103 or IT 104.,LEC,3,0,,,,
IT306,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304872,2016-2017,IT 306,Program Design and Data Structures,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊFundamentals of data structures and analysis of algorithms. Large programs written in a modern, high-level programming language. Stresses abstraction, modular design, code reuse, and correctness.","Grade of C or better in IT 102 or MATH 112 or MATH 125, and grade of B or better in IT 206.",LEC,3,0,"Fall, Spring",,,
IT308,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304873,2016-2017,IT 308,Event-Driven Programming,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊBuilding on the programming concepts covered in IT 206, this course focuses on graphical user interfaces. Students will design, develop, and document event-driven programs using an object-oriented language.",Grade of B or better in IT 206.,LEC,3,0,,,,
IT314,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304874,2016-2017,IT 314,Database Programming,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊThe course introduces students to the Oracle Developer application development utilities and tools and describes how to create and manipulate databases in Oracle database management system. The course provides an extensive overview of SQL and introduction to PL/SQL. Topics include data definition and manipulation languages, stored procedures, triggers, indexing techniques, and elementary query optimization.","Grade of C or better in  (IT 106 or IT 196 or CS 112), and grade of B or better in (IT 214 or IT 194).",LEC,3,0,,,,
IT315,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307797,2016-2017,IT 315,Mobile Development,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊStudies business-oriented applications for popular mobile platforms including Blackberry, Android and Apple. Provides overview of mobile platforms and devices including evaluation, uses, design and development of applications.","Grade of C or better in (IT 206 or CS 211), and a grade of B or better in (IT 213 or IT 193).",LEC,3,0,"Fall, Spring.",,,
IT322,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307728,2016-2017,IT 322,Health Data Challenges,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊCovers methodology and tools used to work with health data structures supporting organizations' needs for reliable data that are captured, stored, processed, integrated, and prepared for further querying, decision making, data mining and knowledge discovery for a variety of clinical and organizational purposes. Data security and privacy, data standards, data interoperability, health information exchange, and big data analytics are discussed.Equivalent to BENG 322.","Grade of C or better in (STAT 250 or STAT 344), and grade of B or better in (IT 214 or IT 194).",LEC,3,0,"Fall, Spring",,,
IT324,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308126,2016-2017,IT 324,Health Information Technology Fundamentals,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊExplores challenges in the development and implementation of information systems and informatics tools in healthcare environment. Discusses the importance and benefits of electronic health records (EHRs). Students learn about EHRs' creation, management, and evolution, and their use for clinical decision support. In addition health information security, privacy, federal laws, regulations and standards, and their impact on healthcare delivery are discussed.",Grade of B or better in IT 214 or IT 194.,LEC,3,0,"Fall, Spring",,,
IT328,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308125,2016-2017,IT 328,Health Information Emerging Technologies,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊProvides an introduction to networking in the healthcare environment and covers a wide range of topics on emerging health information technologies. Discusses internet protocols, safety procedures, and data privacy considerations in healthcare environments, and processes required to design, secure, and troubleshoot a network to support healthcare organizations. Mobile computing, patient portals, personal health records, telehealth, health information exchange are discussed.",C or higher in IT 341.,LEC,3,0,"Fall, Spring",,,
IT331,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304875,2016-2017,IT 331,Web I: Web Development,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊIntroduces the principles and techniques necessary for successful client-side web development. Topics such as HTML5, Cascading Style Sheets, JavaScript, DOM, XML, AJAX, and jQuery are presented. Students will learn to develop attractive and interactive web pages and applications and use client-side web-scripting languages to solve problems both with a text editor and more powerful WYSIWYG HTML editors.","Grade of C or better in IT 106 or IT 196, and grade of B or better in IT 213 or IT 193.",LEC,3,0,,,,
IT332,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304876,2016-2017,IT 332,Web Server Administration,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊCovers the installation, configuration, and administration of Web servers, FTP servers, and DNS servers. Additional topics include security setups, administration, and associated performance issues.",Grade of B or better in IT 213 or IT 193.,LEC,3,0,,,,
IT335,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304877,2016-2017,IT 335,Web Development using Content Management Systems,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊThrough lectures and hands-on lab experience, presents web development techniques using content management systems (e.g. Joomla, Dot net nuke). Introduces characteristics of various types of websites (corporate portals, intranets and extranets; online magazines, newspapers, and publications; e-commerce and online reservations, government applications, small business websites). Presents methods, languages, tools related to web content management systems from an applied perspective.",Grade of B or better in IT 213 or IT 193.,LEC,3,0,"Fall, Spring",,,
IT341,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304878,2016-2017,IT 341,Data Communications and Network Principles,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊFocuses on primary aspects of data communications and networking. Open Systems Interconnection (OSI) and Internet models; Layer 1 interfaces and cabling configurations; IP network addressing, network design, router and port configurations; security protocols; static routing, RIPv2, and OSPF configurations; TCP, UDP, data reliability, and error correction methods; Telnet, FTP, TFTP, HTTP, SMTP, POP, and DNS protocols.",Grade of C or better in  ((IT 101 and IT 212) or IT 105) and (IT 106 or IT 196 or CS 112) and (MATH 108 or MATH 113).,LEC,3,0,,"This course is 50 percent lab work of configuration of routers and network design, implementation, and testing.",,IT 300.
IT342,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304879,2016-2017,IT 342,Operating Systems Fundamentals,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊPractices and procedures for installing and configuring modern operating systems, including user accounts, file, print, and terminal servers, mobile computing, and disaster recovery. Through practical lab sessions, students receive real-world experiences with multiple operating systems.","Grade of C or better in ((IT 101 and IT 212) or IT 105), and (IT 106 or IT 196).",LEC,3,0,,,,
IT343,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304880,2016-2017,IT 343,IT Project Management,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊProvides essential strategies and procedures for planning, organizing, staffing, monitoring, and controlling design, development, and production of system to meet stated IT-related need in effective and efficient manner. Fulfills writing-intensive requirement for BS in information technology.Fulfills writing intensive requirement in the major.",Grade of C or better in IT 293 and Junior Standing.,LEC,3,0,,,,
IT344,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304881,2016-2017,IT 344,Information Storage and Management Technologies,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊProvides an introduction to principles of information storage and management including the emerging field of virtualization technologies. Covers Direct Attached Storage (DAS), networked storage models such as Network Attached Storage (NAS), Storage Area Network (SAN), and Content Addressed Storage (CAS); and applications in business continuity, replication, disaster recovery, and cloud computing. Includes exposure to real-world storage networking technologies.","Grade of C or better in IT 341, and grade of B or better in (IT 214 or IT 194).",LEC,3,0,"Fall, Spring",,,
IT352,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=318018,2016-2017,IT 352,Security Administration of Linux Systems,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊProvides theoretical foundation and practical experience installing, configuring, and maintaining Linux systems with an emphasis on best practices for security. Students develop a heterogeneous suite of clients and servers with firewalls and other networking components.","Grade of B or better in IT 223, and grade of C or better in ((IT 101 and IT 212) or IT 105) and (IT 106 or IT 196) and IT 342.",LEC,3,0,"Fall, Summer, Spring",,,
IT353,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304882,2016-2017,IT 353,Information Defense Technologies,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊThis course will examine and assess the role of information technology as a tool of warfare and civil defense. Topics will be discussed from both defensive and offensive perspectives and will include asset tracking, asymmetric warfare, network centric warfare, physical attacks, cyberterrorism, espionage, psyops, reconnaissance and surveillance, space assets, and applications of GPS and cryptographic technology. Students will research and write about the social, ethical, and political effects of such technology.","(IT 101 or IT 105), and grade of ""B"" or better in IT 223",LEC,3,0,,"For INFT and AIT majors, minors and certificates, and BAS cybersecurity concentration only.",,
IT357,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304883,2016-2017,IT 357,"Computer Crime, Forensics, and Auditing",3,Limited to 2 Attempts,Information Sciences and Technology,"ÊCovers computer crime, relevant laws, agencies, and standards. Presents auditing, logging, forensics, and related software. Explores legal principles such as chain of evidence, electronic document discovery, eavesdropping, and entrapment. Students get hands-on experience with forensics tools.Equivalent to CRIM 304","(IT 103 or IT 104), and grade of ""B"" or better in IT 223.",LEC,3,0,"Fall, Spring","For INFT and AIT majors, minors and certificates, and BAS cybersecurity concentration only.",,
IT366,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304884,2016-2017,IT 366,Network Security I,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊExamines information security services and mechanisms in network context. Topics include symmetric and asymmetric cryptography; message authentication codes, hash functions and digital signatures; digital certificates and public key infrastructure; access control including hardware and biometrics; intrusion detection; and securing network-enabled applications including e-mail and web browsing.","Grade of C or better in IT 206, and grade of B of better in IT 223.",LEC,3,0,,,,
IT369,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308685,2016-2017,IT 369,Data and Application Security,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊIntroduces concept of data and application security. Discuss challenges of database, and application and industrial control system security.","Grade of C or better in IT 207, and grade of B or better in IT 223.",LEC,3,0,"Fall, Spring",,,
IT390,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308289,2016-2017,IT 390,Rapid Development of Scalable Applications,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊPresents software engineering, programming techniques, platforms and tools necessary for rapid development of scalable applications including: cloud platforms; scalable data storage solutions; web applications development environments. The course will provide a general overview of such techniques but will concentrate on selected ones in each term. The students will work in small teams and must develop scalable prototypes during the course.","Grade of C or better in (IT 213 or IT 193) and (IT 214 or IT 194), and a grade of B or better in (IT 106 or IT 196).",LEC,3,0,"Fall, Spring",,,
IT410,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308288,2016-2017,IT 410,Web Programming,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊThis course covers layers of the n-tier architecture. Students will build web applications using available frameworks at each tier, such as Java Server Faces and Servlets for the UI tier, Web Services for the business tier and Java Database Connectivity for the persistence tier.",Grade of B or better in IT 206.,LEC,3,0,"Fall, Spring",,,
IT413,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304885,2016-2017,IT 413,Digital Media Editing,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊExamines three areas of digital media editing- tools for editing, content and logic decision process, and information technology used by major corporations for development and distribution- through video examples from entertainment industry and corporate productions as well as hands-on editing experience.",C or higher in IT 213 or IT 193.,LEC,3,0,,,,
IT414,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304886,2016-2017,IT 414,Database Administration,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊExplores advanced concepts of database administration using enterprise-level database management system. Topics include: backup, recovery, corruption,Êautomatic management, resource management, job scheduling, space management, memory management,Êstorage management, diagnosis and corresponding tools.",Grade of C or better in IT 314 and grade of B or better in (IT 214 or IT 194).,LEC,3,0,,,,
IT415,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304887,2016-2017,IT 415,Information Visualization,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊProvides an overview of information visualization applications in intelligence analysis, decision support systems, and network monitoring. Covers human factors, human interface with information, and current and future trends in information visualization. Students also learn to develop a rudimentary visualization application.",Grade of B or better in (IT 213 or IT 193).,LEC,3,0,,,,
IT429,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308128,2016-2017,IT 429,Security Accreditation of Information Systems,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊThis course explains basic principles of performing FISMA certification and accreditation (C&A) of an IT System.Ê The course covers methodology for completing C&A, explains the role of the Certifier and the Information System Security Officer (ISSO), and gives students real world experience with IT Systems in the Federal Government.","Grade of C or better in (IT 105 or IT 212), and grade of B or better in IT 223.",LEC,3,0,"Fall, Summer",,,
IT431,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304888,2016-2017,IT 431,Web II: Advanced Web Development,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊFocuses on database-driven web application development and web presentation using server-side coding and advanced techniques. Additional topics include AJAX, web server configuration and web services.","Grade of C or better in IT 331, and grade of B or better in (IT 213 or IT 193).",LEC,3,0,,,,
IT436,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308299,2016-2017,IT 436,Agile Web Development with Open Source Frameworks,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊIntroduces the principles and techniques for TDD (test-driven development) and deployment using open source frameworks (e.g., Ruby on Rails). Topics such as agile development methodology, version control, and Lean Startup are also presented. Students will work in small teams and propose, develop, and deploy interactive web applications and use an open source application framework to solve real-world problems.","Grade of C or better in (IT 106 or IT 196), and (IT 214 or IT 194),",LEC,3,0,"Fall, Spring",,,
IT441,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304890,2016-2017,IT 441,Network Servers and Infrastructures,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊCovers IP networking concepts and practices for IPv6 addressing, DHCP and DNS in IPv6 networks, secure communication over VPNs, VoIP architecture, Virtual Computing, Cloud Computing, MPLS, traffic monitoring and network connectivity between operating systems. Students learn the latest technologies of IP networks and understand application-level services used in the Internet. Lab sessions focus on installation of applications on virtual servers.","Grade of C or better in (IT 102 or MATH 112 or MATH 125), and grade of B or better in IT 341.",LEC,3,0,,Term project.,,
IT445,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304891,2016-2017,IT 445,Advanced Networking Principles,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊThis course focuses on Layer 2 and 3 of the OSI model and WAN technologies. Frame Relay and ISDN, complex router configurations of Variable Length Subnet Masking (VLSM), Classless Inter-Domain Routing (CIDR), Network Address Translation (NAT), Dynamic Host Configuration Protocol (DHCP), and study of Network Management Systems available for Data Communications Networks. Layer 2 involves Ethernet-switching components, including detailed hands-on configuration covering all aspects of switches using the command-line interface method.",Grade of B or better in IT 341.,LEC,3,0,,,,
IT455,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304892,2016-2017,IT 455,Wireless Communications and Networking,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊCovers fundamental principles underlying wireless data communications. Topics include wireless transmission basics, radio propagation issues, antennas, digital modulation, spread spectrum techniques and their applications, and popular standards: WiFi, WiMAX and Bluetooth. Also presents practical knowledge to enable the design, testing, deployment, debugging and commissioning of WiFi, WiMAX networks and point-to-point microwave systems. Discussions on cellular network technologies are also included.","Grade of C or better in (IT 101 or IT 105) and (IT 102 or MATH 112 or MATH 125), and grade of B or better in IT 341.",LEC,3,0,,,,
IT462,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304893,2016-2017,IT 462,Information Security Principles,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊStudies security policies, models, and mechanisms for secrecy, integrity, availability, and usage controls. Topics include models and mechanisms for mandatory, discretionary, and role-based access controls; authentication technologies; control and prevention of viruses and other rogue programs; common system vulnerabilities and countermeasures; privacy and security policies and risk analysis; intellectual property protection; and legal and social issues.","(IT 105 or IT 212), and grade of ""B"" or better in IT 223.",LEC,3,0,,"For INFT and AIT majors, minors and certificates, and BAS cybersecurity concentration only.",,
IT465,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308354,2016-2017,IT 465,Peer-to-Peer Systems and Overlay Networks,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊPeer-to-Peer (P2P) systems and overlay networks have become popular over the years because they are a cost-effective and scalable content sharing solution. Fundamentals of P2P systems and overlay networks are introduced to validate it as a better option than the traditional client server architecture. Students learn the classifications of P2P systems and architectures; overlay network categories, and their benefits and disadvantages.","Grade of C or better (IT 106 or IT 196), and grade of B or better in IT 341.",LEC,3,0,"Fall, Spring",,,
IT466,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304894,2016-2017,IT 466,Network Security II,3,Limited to 2 Attempts,Information Sciences and Technology,"Detailed study of certain symmetric and asymmetric cryptographic schemes; analysis of network data (including ""packet sniffing""); security at different network layers (including IPSec, SSL/TLS and Kerberos); and secure e-commerce. Teaches principles of designing and testing secure networks, including use of network partitioning, firewalls, intrusion detection systems, and vulnerability assessment tools.Equivalent to INFS 466",Grade of B or better in IT 223; and grade of C or better in IT 341 and (IT 206 or CS 211) and (IT 102 or MATH 112 or MATH 125).,LEC,3,0,,,,
IT467,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=307249,2016-2017,IT 467,Network Defense,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊPractices and procedures for defending business-class, heterogeneous networks against threats (including system failure, environmental events, human error) and attacks (including intrusion, malicious software, denial of service). Through practical lab sessions, students receive real-world experience designing networks, installing and configuring system components, detecting and recovering from problems and attacks, and gathering data to support prosecution of offenders and refinement of countermeasures.","Grade of C or better in IT 366, and grade of B or better in IT 223.",LEC,3,0,"Fall, Summer",,,
IT484,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304897,2016-2017,IT 484,Voice Communications Technologies,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊExamines current and emerging technologies for transmission of voice signals over telecommunications systems. Highlights significant differences between the requirements for voice and other forms of data. Topics provide a balance between traditional voice technologies and those that use data networks. Real-world implementations are analyzed to determine reliability, quality, and cost effectiveness. Includes lab experiments with analog and digital technologies.","Grade of C or better in IT 300, and grade of B or better in IT 341.",LEC,3,0,,,,
IT488,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304898,2016-2017,IT 488,Fundamentals of Satellite Communications,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊProvides a comprehensive overview of the principles of satellite communications systems. Major topics include satellite orbits and constellations, the space segment, antennas, modulation, coding, satellite access methods and link analysis. Also covers satellite applications, with emphasis on recent developments in the satellite communications field. Hands-on design experience is gained through the use of readily available vendor software systems.","Grade of C or better in (MATH 108 or MATH 113), and IT 300, and grade of B or better in IT 341.",LEC,3,0,,,,
IT490,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308290,2016-2017,IT 490,Application Maintenance and Spiral Development,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊPresents software engineering, programming techniques, platforms and tools necessary for application maintenance, optimization and spiral development. Models discussed may include: incremental development, waterfall, evolutionary; on various platforms: mobile, cloud, web-based. Provides a general overview of such techniques but concentrates on selected topics. Students will work in small teams to maintain and further develop previously deployed applications.","Grade of C or better in IT 390, and grade of B or better in (IT 106 or IT 196).",LEC,3,0,"Fall, Spring",,,
IT492,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304899,2016-2017,IT 492,Senior Design Project I,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊStudents use information technology as a tool to redesign business processes so the enterprise can achieve its objectives. Student teams analyze the business processes of real organizations, quantify the negative impact caused by current process challenges, then develop and present a compelling Business Case for Change. Students develop skills critical for preparing and delivering effective verbal briefings and presentations.Fulfills Mason Core requirement in synthesis.","Grade of C or better in IT 206, IT 207, IT 213, IT 214, IT 223, IT 341, IT 343 and MBUS 300, and senior standing.",LEC,3,0,,Restricted to AIT/INFT majors.,,
IT493,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304900,2016-2017,IT 493,Senior Design Project II,4,Limited to 2 Attempts,Information Sciences and Technology,"ÊStudents, in teams, complete projects demonstrating preparedness as an IT professional. This work includes ethical challenges, status reports and engineering notebooks evaluated during class. Teams members develop detailed designs, build solutions up to Beta, present final written reports and final verbal presentations before review panels of business leaders. Students must register for the section that continues their IT 492 section.",C or higher in IT 492.,"LEC,",4,0,,Restricted to AIT/INFT majors.,,
IT495,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304901,2016-2017,IT 495,Turning Ideas into Successful Companies,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊThis is a practical course in entrepreneurship. Each class session will focus on specific topics associated with building a business: team creation, business planning, market research, product development, financial planning, funding, people and organizations, competitive strategies, operations, growth and exit strategies, and more. Students will have reading assignments and will participate in competitive team assignments.","Grade of B or better in (IT 106 or IT 196), and senior standing.",LEC,3,0,,,,
IT496,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308353,2016-2017,IT 496,Decision Making in IT Ventures,3,Limited to 2 Attempts,Information Sciences and Technology,"ÊIntroduces students to the decision making processes involved in leading IT companies. Topics include: the role of major IT applications in strategic, tactical, and operational decisions; assessment and justification of IT ideas and investments; methodologies to predict decision outcomes; how to measure IT investments performance; strategies to inspire, influence and organize the workforce to accomplish key business goals.","Grade of C or better in MBUS 301, and grade of B or better in (IT 106 or IT 196).",LEC,3,0,"Spring, Summer","Students develop skills through assessment and role-playing activities, discussions, cases, and hands-on applications.",,
IT498,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304902,2016-2017,IT 498,Independent Study in Information Technology,3-Jan,Repeatable within Term for Credit,Information Sciences and Technology,ÊDirected self-study of special topics of current interest in IT.,,IND,1,0,,Topics must be arranged with instructor and approved by department chair before registering. Maximum 3 credits.,,
IT499,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304903,2016-2017,IT 499,Special Topics in Information Technology,3,Repeatable within Term for Credit,Information Sciences and Technology,ÊTopics of special interest to undergraduates.,Permission of department; specific prerequisites vary with nature of topic.,LEC,3,0,,May be repeated for maximum 6 credits if topics are substantially different.,,
IT796,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304904,2016-2017,IT 796,Directed Reading and Research,6-Jan,Not Repeatable for Credit,Information Sciences and Technology,ÊReading and research on specific topic in information technology under direction of faculty member.,Permission of Chair.,IND,1,0,,May be repeated as needed.,,
IT797,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=304905,2016-2017,IT 797,Directed Reading and Research,3-Jan,Not Repeatable for Credit,Information Sciences and Technology,ÊReading and research on specific topic in information technology under direction of faculty member.,,IND,1,0,,May be repeated as needed.,,
IT896,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308863,2016-2017,IT 896,Directed Readings and Research in IT,6-Jan,Repeatable within Degree for Credit,Information Sciences and Technology,ÊStudents pursue research on a specific topic under direction of facultyÊ,"Open to students pursuing the PhD in IT program who have completed qualifying exams, or permission of program director.",IND,,,"Fall, Summer, Spring",,,
